COMMON.NAME,SCIENTIFIC.NAME
Legge's Hawk-Eagle,Nisaetus kelaarti
Nisaetus hawk-eagle sp.,Nisaetus sp.
Rufous-bellied Eagle,Lophotriorchis kienerii
Black Eagle,Ictinaetus malaiensis
Indian Spotted Eagle,Clanga hastata
Greater Spotted Eagle,Clanga clanga
Lesser/Greater Spotted Eagle,Clanga pomarina/clanga
Indian/Greater Spotted Eagle,Clanga hastata/clanga
Booted Eagle,Hieraaetus pennatus
Tawny Eagle,Aquila rapax
Steppe Eagle,Aquila nipalensis
Tawny/Steppe Eagle,Aquila rapax/nipalensis
Imperial Eagle,Aquila heliaca
Golden Eagle,Aquila chrysaetos
Bonelli's Eagle,Aqu
Aquila eagle sp.,Aquila sp.
Clanga/Aquila sp.,Clanga/Aquila sp.
White-eyed Buzzard,Butastur teesa
Rufous-winged Buzzard,Butastur liventer
Grey-faced Buzzard,Butastur indicus
Eurasian Marsh-Harrier,Circus aeruginosus
Eastern Marsh-Harrier,Circus spilonotus
Eurasian/Eastern Marsh-Harrier,Circus aeruginosus/spilonotus
Hen Harrier,Circus cyaneus
Pallid Harrier,Circus macrourus
Pied Harrier,Circus melanoleucos
Montagu's Harrier,Circus pygargus
Hen/Montagu's Harrier,Circus cyaneus/pygargus
Pallid/Montagu's Harrier,Circus macrourus/pygargus
harrier sp.,Circus sp.
Crested Goshawk,Accipiter trivirgatus
Shikra,Accipiter badius
Nicobar Sparrowhawk,Accipiter butleri
Chinese Sparrowhawk,Accipiter soloensis
Japanese Sparrowhawk,Accipiter gularis
Besra,Accipiter virgatus
Japanese Sparrowhawk/Besra,Accipiter gularis/virgatus
Crested Goshawk/Besra,Accipiter trivirgatus/virgatus
Eurasian Sparrowhawk,Accipiter nisus
Levant/Eurasian Sparrowhawk,Accipiter brevipes/nisus
Northern Goshawk,Accipiter gentilis
Accipiter hawk/goshawk/sparrowhawk sp.,Accipiter sp.
Red Kite,Milvus milvus
Black Kite,Milvus migrans
Brahminy Kite,Haliastur indus
Black/Brahminy Kite,Milvus migrans/Haliastur indus
White-tailed Eagle,Haliaeetus albicilla
Pallas's Fish-Eagle,Haliaeetus leucoryphus
White-bellied Sea-Eagle,Haliaeetus leucogaster
Lesser Fish-Eagle,Haliaeetus humilis
Grey-headed Fish-Eagle,Haliaeetus ichthyaetus
Lesser/Grey-headed Fish-Eagle,Haliaeetus humilis/ichthyaetus
Rough-legged Hawk,Buteo lagopus
Common Buzzard,Buteo buteo
Himalayan Buzzard,Buteo refectus
Common/Himalayan Buzzard,Buteo buteo/refectus
Common/Himalayan/Eastern Buzzard,Buteo buteo/refectus/japonicus
Himalayan/Eastern Buzzard,Buteo refectus/japonicus
Long-legged Buzzard,Buteo rufinus
Common/Long-legged Buzzard,Buteo buteo/rufinus
Upland Buzzard,Buteo hemilasius
Long-legged/Upland Buzzard,Buteo rufinus/hemilasius
Buteo hawk/buzzard sp.,Buteo sp.
Buteo/eagle sp.,Buteo/eagle sp.
hawk sp.,Accipitridae sp. (hawk sp.)
eagle sp.,Accipitridae sp. (eagle sp.)
Australasian Grass-Owl (Grass Owl),Tyto longimembris
Barn Owl,Tyto alba
Andaman Masked-Owl,Tyto deroepstorffi
Oriental Bay-Owl,Phodilus badius
Sri Lanka Bay-Owl,Phodilus assimilis
Andaman Scops-Owl,Otus balli
Mountain Scops-Owl,Otus spilocephalus
Indian Scops-Owl (Collared Scops-Owl),Otus bakkamoena
Collared Scops-Owl,Otus lettia
Nicobar Scops-Owl,Otus alius
Eurasian Scops-Owl,Otus scops
Pallid Scops-Owl,Otus brucei
Eurasian/Pallid Scops-Owl,Otus scops/brucei
Oriental Scops-Owl,Otus sunia
scops-owl sp.,Otus sp.
Eurasian Eagle-Owl,Bubo bubo
Rock Eagle-Owl (Indian Eagle-Owl),Bubo bengalensis
Spot-bellied Eagle-Owl,Bubo nipalensis
Dusky Eagle-Owl,Bubo coromandus
Bubo owl sp.,Bubo sp.
Brown Fish-Owl,Ketupa zeylonensis
Tawny Fish-Owl,Ketupa flavipes
Buffy Fish-Owl,Ketupa ketupu
Asian Barred Owlet,Glaucidium cuculoides
Jungle Owlet,Glaucidium radiatum
Asian Barred/Jungle Owlet,Glaucidium cuculoides/radiatum
Collared Owlet,Taenioptynx brodiei
Spotted Owlet,Athene brama
Little Owl,Athene noctua
Forest Owlet,Athene blewitti
Mottled Wood-Owl,Strix ocellata
Brown Wood-Owl,Strix leptogrammica
Tawny Owl,Strix aluco
Himalayan Owl,Strix nivicolum
Long-eared Owl,Asio otus
Short-eared Owl,Asio flammeus
Boreal Owl,Aegolius funereus
Andaman Hawk-Owl,Ninox affinis
Brown Hawk-Owl,Ninox scutulata
Hume's Hawk-Owl,Ninox obscura
Brown/Northern Boobook,Ninox scutulata/japonica
owl sp.,Strigiformes sp.
Malabar Trogon,Harpac
Red-headed Trogon,Harpactes erythrocephalus
Ward's Trogon,Harpactes wardi
Eurasian Hoopoe,Upupa epops
Tockus hornbill sp.,Tockus sp.
Great Hornbill (Great Pied Hornbill),Buceros bicornis
Brown Hornbill,Anorrhinus austeni
Indian Grey Hornbill,Ocyceros birostris
Malabar Grey Hornbill,Ocyceros griseus
Indian/Malabar Grey Hornbill,Ocyceros birostris/griseus
Malabar Pied-Hornbill,Anthracoceros coronatus
Oriental Pied-Hornbill,Anthracoceros albirostris
Rufous-necked Hornbill,Aceros nipalensis
Wreathed Hornbill,Rhyticeros undulatus
Narcondam Hornbill,Rhyticeros narcondami
hornbill sp.,Bucerotidae sp.
Blyth's Kingfisher,Alcedo hercules
Common Kingfisher (Small Blue Kingfisher),Alcedo atthis
Blue-eared Kingfisher,Alcedo meninting
Black-backed Dwarf-Kingfisher (Oriental Dwarf Kingfisher),Ceyx erithaca
Rufous-backed Dwarf-Kingfisher,Ceyx rufidorsa
Brown-winged Kingfisher,Pelargopsis amauroptera
Stork-billed Kingfisher,Pelargopsis capensis
Ruddy Kingfisher,Halcyon coromanda
White-throated Kingfisher,Halcyon smyrnensis
Black-capped Kingfisher,Halcyon pileata
Collared Kingfisher,Todiramphus chloris
Crested Kingfisher,Megaceryle lugubris
Pied Kingfisher,Ceryle rudis
kingfisher sp.,Alcedinidae sp.
Blue-bearded Bee-eater,Nyctyornis athertoni
Green Bee-eater,Merops orientalis
Blue-throated Bee-eater,Merops viridis
Blue-cheeked Bee-eater,Merops persicus
Blue-tailed Bee-eater,Merops philippinus
Blue-cheeked/Blue-tailed Bee-eater,Merops persicus/philippinus
European Bee-eater,Merops apiaster
Chestnut-headed Bee-eater,Merops leschenaulti
bee-eater sp.,Merops sp.
European Roller,Coracias garrulus
Indian Roller,Coracias benghalensis
European/Indian Roller,Coracias garrulus/benghalensis
Indochinese Roller (Black-billed Roller),Coracias affinis
Indian x Indochinese (Black-billed) Roller (hybrid),Coracias benghalensis x affinis
Indian/Indochinese Roller,Coracias benghalensis/affinis
roller sp.,Coracias sp.
Oriental Dollarbird,Eurystomus orientalis
Malabar Barbet (Crimson-throated Barbet),Psilopogon malabaricus
Coppersmith Barbet,Psilopogon haemacephalus
Malabar/Coppersmith Barbet,Psilopogon malabaricus/haemacephalus
Blue-eared Barbet,Psilopogon duvaucelii
Great Barbet,Psilopogon virens
Lineated Barbet,Psilopogon lineatus
Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus
White-cheeked Barbet (Small Green Barbet),Psilopogon viridis
Brown-headed/White-cheeked Barbet,Psilopogon zeylanicus/viridis
Golden-throated Barbet,Psilopogon franklinii
Blue-throated Barbet,Psilopogon asiaticus
Psilopogon asian barbet sp.,Psilopogon sp.
asian barbet sp.,Megalaimidae sp.
Yellow-rumped Honeyguide,Indicator xanthonotus
Eurasian Wryneck,Jynx torquilla
Speckled Piculet,Picumnus innominatus
White-browed Piculet,Sasia ochracea
Heart-spotted Woodpecker,Hemicircus canente
Brown-capped Pygmy Woodpecker (Indian Pygmy Woodpecker),Yungipicus nanus
Grey-capped Pygmy Woodpecker,Yungipicus canicapillus
Brown-capped/Grey-capped PygmyWoodpecker,Yungipicus nanus/canicapillus
Yellow-crowned Woodpecker,Leiopicus mahrattensis
Brown-fronted Woodpecker,Dendrocoptes auriceps
Rufous-bellied Woodpecker,Dendrocopos hyperythrus
Fulvous-breasted Woodpecker,Dendrocopos macei
Freckle-breasted Woodpecker (Spot-breasted Woodpecker),Dendrocopos analis
Stripe-breasted Woodpecker,Dendrocopos atratus
Darjeeling Woodpecker,Dendrocopos darjellensis
Great Spotted Woodpecker,Dendrocopos major
Himalayan Woodpecker,Dendrocopos himalayensis
Sind Woodpecker,Dendrocopos assimilis
Dendrocopus woodpecker sp.,Dendrocopos sp.
Crimson-breasted Woodpecker,Dryobates cathpharius
Darjeeling/Crimson-breasted Woodpecker,Dendrocopos darjellensis/Dryobates cathpharius
Bay Woodpecker,Blythipicus pyrrhotis
Greater Flameback,Chrysocolaptes guttacristatus
White-naped Woodpecker,Chrysocolaptes festivus
Rufous Woodpecker,Micropternus brachyurus
Pale-headed Woodpecker,Gecinulus grantia
Himalayan Flameback,Dinopium shorii
Common Flameback (Goldenbacked Three-toed Woodpecker),Dinopium javanense
Greater/Common Flameback,Chrysocolaptes guttacristatus/Dinopium javanense
Himalayan/Common Flameback,Dinopium shorii/javanense
Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense
Black-rumped/Red-backed Flameback,Dinopium benghalense/psarodes
flameback sp.,Chrysocolaptes/Dinopium sp.
Lesser Yellownape,Picus chlorolophus
Streak-throated Woodpecker,Picus xanthopygaeus
Scaly-bellied Woodpecker,Picus squamatus
Grey-headed Woodpecker,Picus canus
Picus woodpecker sp.,Picus sp.
Greater Yellownape,Chrysophlegma flavinucha
Lesser/Greater Yellownape,Picus chlorolophus/Chrysophlegma flavinucha
Great Slaty Woodpecker,Mulleripicus pulverulentus
White-bellied Woodpecker (Great Black Woodpecker),Dryocopus javensis
Andaman Woodpecker,Dryocopus hodgei
woodpecker sp.,Picidae sp.
Collared Falconet,Microhierax caerulescens
Pied Falconet,Microhierax melanoleucos
Lesser Kestrel,Falco naumanni
Eurasian Kestrel (Common Kestrel),Falco tinnunculus
Lesser/Eurasian Kestrel,Falco naumanni/tinnunculus
Red-necked Falcon,Falco chicquera
Amur Falcon,Falco amurensis
Merlin,Falco columbarius
Eurasian Hobby,Falco subbuteo
Oriental Hobby,Falco severus
Laggar Falcon,Falco jugger
Saker Falcon,Falco cherrug
Peregrine Falcon,Falco peregrinus
large falcon sp.,Falco sp. (large falcon sp.)
small falcon sp.,Falco sp. (small falcon sp.)
falcon sp.,Falco sp.
diurnal raptor sp.,Accipitriformes/Falconiformes sp.
Alexandrine Parakeet,Psittacula eupatria
Rose-ringed Parakeet,Psittacula krameri
Alexandrine/Rose-ringed Parakeet,Psittacula eupatria/krameri
Slaty-headed Parakeet,Psittacula himalayana
Grey-headed Parakeet,Psittacula finschii
Plum-headed Parakeet,Psittacula cyanocephala
Blossom-headed Parakeet,Psittacula roseata
Malabar Parakeet (Blue-winged Parakeet),Psittacula columboides
Derbyan Parakeet,Psittacula derbiana
Red-breasted Parakeet,Psittacula alexandri
Nicobar Parakeet,Psittacula caniceps
Long-tailed Parakeet,Psittacula longicauda
Psittacula parakeet sp.,Psittacula sp.
Budgerigar (Domestic type),Melopsittacus undulatus (Domestic type)
Vernal Hanging-Parrot (Indian Lorikeet),Loriculus vernalis
parakeet sp.,Psittaciformes sp. (parakeet sp.)
Long-tailed Broadbill,Psarisomus dalhousiae
Silver-breasted Broadbill,Serilophus lunatus
Blue-naped Pitta,Hydrornis nipalensis
Blue Pitta,Hydrornis cyaneus
Indian Pitta,Pitta brachyura
Blue-winged Pitta,Pitta moluccensis
Hooded Pitta,Pitta sordida
Mangrove Pitta,Pitta megarhyncha
Pitta sp. (genus Pitta),Pitta sp.
pitta sp. (genus Erythropitta/Hydrornis/Pitta),Pittidae sp.
Phylloscartes tyrannulet sp.,Phylloscartes sp.
White-bellied Minivet,Pericrocotus erythropygius
Small Minivet,Pericrocotus cinnamomeus
Grey-chinned Minivet,Pericrocotus solaris
Short-billed Minivet,Pericrocotus brevirostris
Long-tailed Minivet,Pericrocotus ethologus
Orange Minivet,Pericrocotus flammeus
Scarlet Minivet,Pericrocotus speciosus
Ashy Minivet,Pericrocotus divaricatus
Brown-rumped Minivet,Pericrocotus cantonensis
Ashy/Brown-rumped Minivet,Pericrocotus divaricatus/cantonensis
Rosy Minivet,Pericrocotus roseus
minivet sp. (red minivet sp.),Pericrocotus sp. (red minivet sp.)
minivet sp.,Pericrocotus sp.
Large Cuckooshrike,Coracina macei
Andaman Cuckooshrike,Coracina dobsoni
Coracina cuckooshrike sp.,Coracina sp.
Pied Triller,Lalage nigra
Black-winged Cuckooshrike,Lalage melaschistos
Black-headed Cuckooshrike,Lalage melanoptera
cuckooshrike sp.,Campephagidae sp.
Black-headed Shrike-Babbler,Pteruthius rufiventer
Himalayan Shrike-Babbler (Himalayan White-browed Shrike-Babbler),Pteruthius ripleyi
Blyth's Shrike-Babbler (Blyth's White-browed Shrike-Babbler),Pteruthius aeralatus
Green Shrike-Babbler,Pteruthius xanthochlorus
Black-eared Shrike-Babbler,Pteruthius melanotis
Clicking Shrike-Babbler,Pteruthius intermedius
shrike-babbler sp.,Pteruthius sp.
White-bellied Erpornis (White-bellied Yuhina),Erpornis zantholeuca
Mangrove Whistler,Pachycephala cinerea
Eurasian Golden Oriole,Oriolus oriolus
Indian Golden Oriole,Oriolus kundoo
Eurasian/Indian Golden Oriole,Oriolus oriolus/kundoo
Black-naped Oriole,Oriolus chinensis
Indian Golden/Black-naped Oriole,Oriolus kundoo/chinensis
Slender-billed Oriole,Oriolus tenuirostris
Black-hooded Oriole,Oriolus xanthornus
Maroon Oriole,Oriolus traillii
old world oriole sp.,Oriolus sp.
Ashy Woodswallow,Artamus fuscus
White-breasted Woodswallow,Artamus leucorynchus
Malabar Woodshrike,Tephrodornis sylvicola
Large Woodshrike,Tephrodornis virgatus
Common Woodshrike,Tephrodornis pondicerianus
Malabar/Common Woodshrike,Tephrodornis sylvicola/pondicerianus
Large/Common Woodshrike,Tephrodornis virgatus/pondicerianus
Bar-winged Flycatcher-shrike,Hemipus picatus
Common Iora,Aegithina tiphia
White-tailed Iora (Marshall's Iora),Aegithina nigrolutea
Common/White-tailed Iora,Aegithina tiphia/nigrolutea
White-throated Fantail,Rhipidura albicollis
Spot-breasted Fantail (White-spotted Fantail),Rhipidura albogularis
White-throated/Spot-breasted Fantail,Rhipidura albicollis/albogularis
White-browed Fantail,Rhipidura aureola
White-throated/White-browed Fantail,Rhipidura albicollis/aureola
Spot-breasted/White-browed Fantail,Rhipidura albogularis/aureola
fantail sp.,Rhipidura sp.
Black Drongo,Dicrurus macrocercus
Ashy Drongo,Dicrurus leucophaeus
Black/Ashy Drongo,Dicrurus macrocercus/leucophaeus
White-bellied Drongo,Dicrurus caerulescens
Crow-billed Drongo,Dicrurus annectens
Bronzed Drongo,Dicrurus aeneus
Lesser Racket-tailed Drongo,Dicrurus remifer
Hair-crested Drongo (Spangled Drongo),Dicrurus hottentottus
Andaman Drongo,Dicrurus andamanensis
Greater Racket-tailed Drongo,Dicrurus paradiseus
Lesser/Greater Racket-tailed Drongo,Dicrurus remifer/paradiseus
drongo sp.,Dicrurus sp.
Black-naped Monarch,Hypothymis azurea
Amur Paradise-Flycatcher,Terpsiphone incei
Blyth's Paradise-Flycatcher,Terpsiphone affinis
Indian Paradise-Flycatcher,Terpsiphone paradisi
Blyth's/Indian Paradise-Flycatcher,Terpsiphone affinis/paradisi
Amur/Blyth's/Indian Paradise-Flycatcher,Terpsiphone incei/affinis/paradisi
paradise-flycatcher sp.,Terpsiphone sp.
Red-backed Shrike,Lanius collurio
Red-tailed Shrike,Lanius phoenicuroides
Red-backed x Red-tailed Shrike (hybrid),Lanius collurio x phoenicuroides
Isabelline Shrike,Lanius isabellinus
Red-tailed/Isabelline Shrike,Lanius phoenicuroides/isabellinus
Brown Shrike,Lanius cristatus
Red-tailed/Isabelline/Brown Shrike,Lanius phoenicuroides/isabellinus/cristatus
Burmese Shrike,Lanius collurioides
Bay-backed Shrike,Lanius vittatus
Long-tailed Shrike,Lanius schach
Bay-backed/Long-tailed Shrike,Lanius vittatus/schach
Grey-backed Shrike,Lanius tephronotus
Great Grey Shrike,Lanius excubitor
Northern/Great Grey Shrike,Lanius borealis/excubitor
Iberian Grey/Great Grey Shrike,Lanius meridionalis/excubitor
Lesser Grey Shrike,Lanius minor
Masked Shrike,Lanius nubicus
Woodchat Shrike,Lanius senator
shrike sp.,Lanius sp.
Eurasian Jay,Garrulus glandarius
Black-headed Jay,Garrulus lanceolatus
jay sp.,Corvidae sp. (jay sp.)
Yellow-billed Blue Magpie,Urocissa flavirostris
Red-billed Blue-Magpie,Urocissa erythroryncha
Yellow-billed/Red-billed Blue-Magpie,Urocissa flavirostris/erythroryncha
Common Green-Magpie,Cissa chinensis
Rufous Treepie,Dendrocitta vagabunda
Grey Treepie,Dendrocitta formosae
White-bellied Treepie,Dendrocitta leucogastra
Collared Treepie,Dendrocitta frontalis
Andaman Treepie,Dendrocitta bayleii
treepie sp.,Dendrocitta/Crypsirina/Temnurus sp.
Eurasian Magpie,Pica pica
Eurasian Nutcracker (Spotted Nutcracker),Nucifraga caryocatactes
Kashmir Nutcracker (Large-spotted Nutcracker),Nucifraga multipunctata
Red-billed Chough,Pyrrhocorax pyrrhocorax
Yellow-billed Chough (Alpine Chough),Pyrrhocorax graculus
Red-billed/Yellow-billed Chough,Pyrrhocorax pyrrhocorax/graculus
Eurasian Jackdaw,Corvus monedula
House Crow,Corvus splendens
Rook,Corvus frugilegus
Carrion Crow,Corvus corone
Hooded Crow,Corvus cornix
Large-billed Crow,Corvus macrorhynchos
crow sp.,Corvus sp. (crow sp.)
Pied Crow,Corvus albus
Common Raven (Northern Raven),Corvus corax
raven sp.,Corvus sp. (raven sp.)
crow/raven sp.,Corvus sp.
Yellow-bellied Fantail,Chelidorhynx hypoxanthus
Grey-headed Canary-Flycatcher,Culicicapa ceylonensis
Fire-capped Tit,Cephalopyrus flammiceps
Yellow-browed Tit,Sylviparus modestus
Sultan Tit,Melanochlora sultanea
Coal Tit,Periparus ater
Rufous-naped Tit (Black-breasted Tit),Periparus rufonuchalis
Rufous-vented Tit,Periparus rubidiventris
Rufous-naped/Rufous-vented Tit,Periparus rufonuchalis/rubidiventris
Grey-crested Tit,Lophophanes dichrous
Azure Tit,Cyanistes cyanus
Ground Tit (Groundpecker),Pseudopodoces humilis
Green-backed Tit,Parus monticolus
Cinereous Tit (Great Tit),Parus cinereus
Parus tit sp.,Parus sp.
White-naped Tit (White-winged Tit),Machlolophus nuchalis
Himalayan Black-lored Tit,Machlolophus xanthogenys
Indian Yellow Tit,Machlolophus aplonotus
Yellow-cheeked Tit,Machlolophus spilonotus
Parid tit sp.,Paridae sp.
White-crowned Penduline-Tit,Remiz coronatus
Greater Hoopoe-Lark,Alaemon alaudipes
Rufous-tailed Lark,Ammomanes phoenicura
Desert Lark,Ammomanes deserti
Ammomanes lark sp.,Ammomanes sp.
Black-crowned Sparrow-Lark,Eremopterix nigriceps
Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark),Eremopterix griseus
Singing Bushlark,Mirafra cantillans
Bengal Bushlark,Mirafra assamica
Jerdon's Bushlark,Mirafra affinis
Indian Bushlark (Red-winged Bushlark),Mirafra erythroptera
Singing/Indian Bushlark,Mirafra cantillans/erythroptera
Jerdon's/Indian Bushlark,Mirafra affinis/erythroptera
Mirafra bushlark sp.,Mirafra sp.
Horned Lark,Eremophila alpestris
Greater Short-toed Lark,Calandrella brachydactyla
Mongolian Short-toed Lark (Sykes's Short-toed Lark),Calandrella dukhunensis
Greater/Mongolian (Sykes's) Short-toed Lark,Calandrella brachydactyla/dukhunensis
Hume's Lark (Hume's Short-toed Lark),Calandrella acutirostris
Greater/Hume's Short-toed Lark,Calandrella brachydactyla/acutirostris
Calandrella lark sp.,Calandrella sp.
Bimaculated Lark,Melanocorypha bimaculata
Bimaculated/Calandra Lark,Melanocorypha bimaculata/calandra
Tibetan Lark,Melanocorypha maxima
Turkestan Short-toed Lark (Lesser Short-toed Lark),Alaudala heinei
Asian/Turkestan Short-toed Lark,Alaudala cheleensis/heinei
Sand Lark,Alaudala raytal
Greater Short-toed Lark/Alaudala sp.,Calandrella brachydactyla/Alaudala sp.
Calandrella/Alaudala lark sp.,Calandrella/Alaudala sp.
Eurasian Skylark,Alauda arvensis
Oriental Skylark,Alauda gulgula
Eurasian/Oriental Skylark,Alauda arvensis/gulgula
Crested Lark,Galerida cristata
Thekla's/Crested Lark,Galerida theklae/cristata
Malabar Lark,Galerida malabarica
Tawny Lark (Sykes's Lark),Galerida deva
Galerida sp.,Galerida sp.
lark sp.,Alaudidae sp.
Common Tailorbird,Orthotomus sutorius
Dark-necked Tailorbird,Orthotomus atrogularis
tailorbird sp.,Orthotomus sp.
Himalayan Prinia (Striated Prinia),Prinia crinigera
Black-throated Prinia,Prinia atrogularis
Hill Prinia,Prinia superciliaris
Grey-crowned Prinia,Prinia cinereocapilla
Rufous-fronted Prinia,Prinia buchanani
Rufescent Prinia,Prinia rufescens
Grey-breasted Prinia,Prinia hodgsonii
Delicate Prinia (Indian Graceful Prinia),Prinia lepida
Jungle Prinia,Prinia sylvatica
Yellow-bellied Prinia,Prinia flaviventris
Ashy Prinia,Prinia socialis
Yellow-bellied/Ashy Prinia,Prinia flaviventris/socialis
Plain Prinia,Prinia inornata
prinia sp.,Prinia sp.
Zitting Cisticola,Cisticola juncidis
Golden-headed Cisticola (Bright-headed Cisticola),Cisticola exilis
Zitting/Golden-headed Cisticola,Cisticola juncidis/exilis
cisticola sp.,Cisticola sp.
Thick-billed Warbler,Arundinax aedon
Booted Warbler,Iduna caligata
Sykes's Warbler,Iduna rama
Booted/Sykes's Warbler,Iduna caligata/rama
Iduna warbler sp.,Iduna sp.
Hippolais warbler sp.,Hippolais sp.
Black-browed Reed Warbler,Acrocephalus bistrigiceps
Moustached Warbler,Acrocephalus melanopogon
Sedge Warbler,Acrocephalus schoenobaenus
Paddyfield Warbler,Acrocephalus agricola
Blunt-winged Warbler,Acrocephalus concinens
Blyth's Reed Warbler,Acrocephalus dumetorum
Paddyfield/Blyth's Reed Warbler,Acrocephalus agricola/dumetorum
Large-billed Reed Warbler,Acrocephalus orinus
Great Reed Warbler,Acrocephalus arundinaceus
Oriental Reed Warbler,Acrocephalus orientalis
Clamorous Reed Warbler (Indian Great Reed Warbler),Acrocephalus stentoreus
Great/Oriental/Clamorous Reed Warbler,Acrocephalus arundinaceus/orientalis/stentoreus
Acrocephalus warbler sp.,Acrocephalus sp.
Iduna/Hippolais/Acrocephalus warbler sp.,Iduna/Hippolais/Acrocephalus sp.
Pallas's Grasshopper Warbler,Helopsaltes certhiola
Lanceolated Warbler,Locustella lanceolata
Brown Bush Warbler,Locustella luteoventris
Common Grasshopper-Warbler,Locustella naevia
Long-billed Bush Warbler,Locustella major
Chinese Bush Warbler,Locustella tacsanowskia
Baikal Bush Warbler,Locustella davidi
Chinese/Baikal Bush Warbler,Locustella tacsanowskia/davidi
West Himalayan Bush Warbler,Locustella kashmirensis
Spotted Bush Warbler,Locustella thoracica
Baikal/Spotted Bush Warbler,Locustella davidi/thoracica
Russet Bush Warbler,Locustella mandelli
Brown/Russet Bush Warbler,Locustella luteoventris/mandelli
Locustella warbler sp.,Locustella sp.
Helopsaltes/Locustella warbler sp.,Helopsaltes/Locustella sp.
Broad-tailed Grassbird,Schoenicola platyurus
Bristled Grassbird,Schoenicola striatus
Striated Grassbird,Megalurus palustris
Bradypterus warbler sp.,Bradypterus sp.
Scaly-breasted Cupwing (Scaly-breasted Wren-babbler),Pnoepyga albiventer
Immaculate Cupwing (Nepal Wren-babbler),Pnoepyga immaculata
Pygmy Cupwing (Pygmy Wren-babbler),Pnoepyga pusilla
cupwing sp.,Pnoepyga sp.
Grey-throated Martin (Plain Martin),Riparia chinensis
Bank Swallow (Sand Martin),Riparia riparia
Grey-throated Martin/Bank Swallow,Riparia chinensis/riparia
Pale Sand Martin (Pale Martin),Riparia diluta
Bank Swallow/Pale Sand Martin,Riparia riparia/diluta
Riparia martin/swallow sp.,Riparia sp.
Eurasian Crag-Martin,Ptyonoprogne rupestris
Eurasian Crag-Martin/Rock Martin,Ptyonoprogne rupestris/fuligula
Dusky Crag-Martin,Ptyonoprogne concolor
Eurasian/Dusky Crag-Martin,Ptyonoprogne rupestris/concolor
Barn Swallow,Hirundo rustica
Wire-tailed Swallow,Hirundo smithii
Hill Swallow (House Swallow),Hirundo domicola
Pacific Swallow,Hirundo tahitica
Barn/Pacific Swallow,Hirundo rustica/tahitica
Red-rumped Swallow,Cecropis daurica
Striated Swallow,Cecropis striolata
Red-rumped/Striated Swallow,Cecropis daurica/striolata
Streak-throated Swallow,Petrochelidon fluvicola
Common House-Martin (Northern House-Martin),Delichon urbicum
Asian House-Martin,Delichon dasypus
Common/Asian House-Martin,Delichon urbicum/dasypus
Nepal House-Martin,Delichon nipalense
house-martin sp.,Delichon sp.
martin/swallow sp.,Hirundinidae sp.
Grey-headed Bulbul,Brachypodius priocephalus
Black-headed Bulbul,Brachypodius melanocephalos
Andaman Bulbul,Brachypodius fuscoflavescens
Black-crested Bulbul,Rubigula flaviventris
Flame-throated Bulbul (Ruby-throated Bulbul),Rubigula gularis
Crested Finchbill,Spizixos canifrons
Striated Bulbul,Pycnonotus striatus
Red-vented Bulbul,Pycnonotus cafer
Red-whiskered Bulbul,Pycnonotus jocosus
Red-vented/Red-whiskered Bulbul,Pycnonotus cafer/jocosus
White-eared Bulbul,Pycnonotus leucotis
Himalayan Bulbul (White-cheeked Bulbul),Pycnonotus leucogenys
Yellow-throated Bulbul,Pycnonotus xantholaemus
Flavescent Bulbul,Pycnonotus flavescens
White-browed Bulbul,Pycnonotus luteolus
Pycnonotus bulbul sp.,Pycnonotus sp.
Brachypodius/Rubigula/Pycnonotus bulbul sp.,Brachypodius/Rubigula/Pycnonotus sp.
White-throated Bulbul,Alophoixus flaveolus
Grey-eyed Bulbul,Iole propinqua
Cachar Bulbul (Indian Olive Bulbul),Iole cacharensis
Yellow-browed Bulbul,Iole indica
Himalayan Black Bulbul,Hypsipetes leucocephalus
Square-tailed Bulbul (Black Bulbul),Hypsipetes ganeesa
Nicobar Bulbul,Hypsipetes nicobariensis
Ashy Bulbul,Hemixos flavala
Mountain Bulbul,Ixos mcclellandii
bulbul sp.,Pycnonotidae sp.
Wood Warbler,Phylloscopus sibilatrix
Ashy-throated Warbler,Phylloscopus maculipennis
Buff-barred Warbler,Phylloscopus pulcher
Yellow-browed Warbler,Phylloscopus inornatus
Hume's Warbler,Phylloscopus humei
Yellow-browed/Hume's Warbler,Phylloscopus inornatus/humei
Brooks's Leaf Warbler,Phylloscopus subviridis
Chinese Leaf Warbler,Phylloscopus yunnanensis
Lemon-rumped Warbler (Pale-rumped Warbler),Phylloscopus chloronotus
Sichuan Leaf Warbler,Phylloscopus forresti
Lemon-rumped/Sichuan Leaf Warbler,Phylloscopus chloronotus/forresti
Tytler's Leaf Warbler,Phylloscopus tytleri
Sulphur-bellied Warbler,Phylloscopus griseolus
Tickell's Leaf Warbler,Phylloscopus affinis
Sulphur-bellied/Tickell's Leaf Warbler,Phylloscopus griseolus/affinis
Tickell's/Alpine Leaf Warbler,Phylloscopus affinis/occisinensis
Dusky Warbler,Phylloscopus fuscatus
Radde's/Dusky Warbler,Phylloscopus schwarzi/fuscatus
Smoky Warbler,Phylloscopus fuligiventer
Dusky/Smoky Warbler,Phylloscopus fuscatus/fuligiventer
Plain Leaf Warbler,Phylloscopus neglectus
